"","genre","artist_name","track_name","track_id","popularity","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","speechiness","tempo","time_signature","valence"
"5818","Opera","Tomaso Albinoni","Sonata a 5 in G Minor, Op. 2, No. 6: I. Adagio","00ZsFKXas0gIxKrg7lmkEB",25,0.724,0.412,75000,0.0942,0.0439,"C",0.467,-16.739,"Minor",0.0388,47.636,"4/4",0.235
"5819","Jazz","Willie Rosario","Un Tipo Como Yo","36mzQZO3Oln4VTrJJyFQl1",47,0.282,0.659,281427,0.821,7.01e-05,"G",0.239,-5.409,"Major",0.0418,97.862,"4/4",0.903
"5820","Soul","Nina Simone","Work Song","628A54HsxBPfgJPShyD7gx",45,0.787,0.571,183667,0.409,0,"E",0.391,-9.16,"Minor",0.0625,123.541,"4/4",0.687
"5821","Reggae","Nas & Damian ""Jr. Gong"" Marley","Strong Will Continue","0EBPvg8a0AkmzcK3S83rBF",36,0.115,0.576,361467,0.769,0,"C#",0.0785,-5.536,"Minor",0.333,202.164,"4/4",0.653
"5822","Alternative","León Larregui","Rue Vieille Du Temple - Live","3a9KZagWgkTU2YSsCtlMRl",58,0.106,0.522,239000,0.776,4.67e-05,"A",0.75,-5.054,"Minor",0.03,75.003,"4/4",0.656
"5823","Opera","Jean-Philippe Rameau","Suite in E Major, RCT2: II. Deux Rigaudons","0rZT4l6WE4dIvfxRv2CIn0",11,0.991,0.448,168827,0.144,0.872,"E",0.149,-25.258,"Major",0.0368,95.712,"4/4",0.73
"5824","R&B","Kelela","Frontline","6b3KUNSmJL1qIfi1hF1G6Y",50,0.241,0.438,339190,0.325,1.11e-06,"C",0.0648,-9.206,"Major",0.0432,141.504,"4/4",0.142
"5825","Soundtrack","Nicholas Britell","The Lineman - Prelude And Development","7z6VzZhqNzBneMs1wTRbIx",36,0.794,0.173,130173,0.141,0.977,"C",0.138,-13.501,"Minor",0.0388,117.697,"5/4",0.0373
"5826","Country","Thompson Square","Are You Gonna Kiss Me Or Not","2TAcwD5KcV9uY3O1tLGV15",62,0.039,0.485,184920,0.701,0,"G#",0.0977,-3.807,"Major",0.0288,151.948,"4/4",0.613
"5827","Reggaeton","Tego Calderon","Amar Por Amar","48xLDr78Z9sJx3ZsDfe4kR",26,0.0108,0.753,215720,0.883,0.00716,"A#",0.0733,-4.877,"Minor",0.0995,113.033,"4/4",0.613
"5828","Opera","Gioachino Rossini","The Barber of Seville, Act I Scene 2: Finore in questa camera (Berta, Count)","1DMx7lCsbhGrOZ69qmJeGj",10,0.968,0.47,40000,0.228,0,"G",0.529,-26.226,"Major",0.559,148.574,"4/4",0.253
"5829","R&B","Rex Orange County","Paradise","22vU1n5k6pOuY6VOnQo3oz",62,0.0881,0.755,217500,0.527,0.00653,"F",0.202,-14.475,"Major",0.0656,107.729,"4/4",0.362
"5830","Children’s Music","Up Dharma Down","Tadhana","6NFKf8vBApSvtzkapYmnVR",69,0.165,0.686,222447,0.322,0.0296,"F#",0.0809,-13.2,"Major",0.0369,155.982,"4/4",0.511
"5831","Dance","Charlie Puth","How Long - Jerry Folk Remix","1tzY9nbWjQuFxu27rErzOf",53,0.255,0.817,196190,0.581,0.00595,"B",0.1,-6.95,"Minor",0.324,114.958,"4/4",0.396
"5832","R&B","Jacquees","Show Me Something (feat. King Issa, C-Trillionaire, B. Pace, & FYB))","0e7U9mjMZuWk324U25i9yo",51,0.0522,0.91,235840,0.556,3.73e-06,"B",0.103,-6.865,"Major",0.0518,139.99,"4/4",0.467
"5833","Rap","Logic","One Day (feat. Ryan Tedder)","6e2PtJYcltVk76nLwxBzRn",63,0.118,0.529,199867,0.871,0.000164,"A#",0.115,-5.831,"Major",0.155,189.837,"4/4",0.272
"5834","Hip-Hop","Logic","The Glorious Five","066QkK1heGoXBUPBbcOhEG",63,0.039,0.826,216520,0.85,0,"A#",0.39,-7.451,"Minor",0.044,91.99,"4/4",0.433
"5835","Ska","Direct Hit!","Failed Invasion","2DNFZvo38nXhe38CUyZucr",19,0.00259,0.586,174464,0.81,0,"C#",0.348,-6.825,"Major",0.139,114.951,"4/4",0.566
"5836","Rock","Restless Heart","The Bluest Eyes In Texas","1vYf97tjbKVPXHK4oQPU0T",50,0.556,0.641,285560,0.561,0,"A#",0.0758,-9.09,"Major",0.0273,113.932,"4/4",0.512
"5837","R&B","Mars Today","Cool It","063IdJMX78fSgSJnaYwSKh",43,0.662,0.652,222402,0.503,0.00103,"A",0.235,-6.574,"Minor",0.204,79.053,"4/4",0.796
"5838","Indie","Julien Baker","Me & My Dog","4q9w3UGW3utmeUruBLUoZZ",60,0.616,0.485,206465,0.513,0.00805,"C",0.121,-8.912,"Major",0.0238,93.997,"4/4",0.192
"5839","Ska","The Suicide Machines","Our Time","33tDR2fgkEmlZKq6AKdIUz",26,0.00529,0.296,126093,0.991,0.000396,"D",0.32,-2.86,"Major",0.193,143.813,"4/4",0.568
"5840","Classical","Johann Sebastian Bach","Cello Suite No. 6 in D Major, BWV 1012: V. Gavottes I & II","4R4FvSsQcwvAha9z0rhkSC",33,0.978,0.434,208147,0.0867,0.86,"D",0.407,-22.613,"Major",0.0527,79.847,"4/4",0.82
"5841","Folk","Poco","Call It Love","2pFLsd3LCZAxhBzkbql331",46,0.0722,0.546,257427,0.622,0.00302,"A",0.193,-10.426,"Major",0.0247,104.493,"4/4",0.372
"5842","Blues","Bo Diddley","Diddley Daddy","4FJps2ZpYwwwOmKTLyAao5",31,0.146,0.637,311507,0.431,0,"E",0.169,-12.496,"Major",0.0356,83.495,"4/4",0.773
"5843","World","Audrey Assad","Good to Me","3qIDeyLUv9NUONNY2iBRiv",46,0.618,0.335,361107,0.349,0,"E",0.144,-8.078,"Major",0.0354,119.633,"3/4",0.291
"5844","Blues","Phish","Tweezer Reprise - Live","1mStkCMWfDjS1rrR8fZSXo",25,0.0188,0.202,273640,0.984,0.146,"G",0.96,-6.073,"Major",0.163,95.654,"4/4",0.136
"5845","World","Roedelius","Brise","7FTiIJGn55jVVZyx93X7jb",34,0.994,0.236,172733,0.0755,0.934,"E",0.103,-25.027,"Minor",0.0335,69.973,"4/4",0.0857
"5846","Country","Luke Bryan","Way Way Back","386DfI5sZ0eJi1i6SZVqLw",51,0.0453,0.566,199853,0.936,0,"F",0.248,-2.002,"Minor",0.0506,101.971,"4/4",0.855
"5847","Indie","Vancouver Sleep Clinic","Someone To Stay","7tMbZ0RGW0jFsBw7ipEPEV",67,0.588,0.436,254013,0.473,4.35e-05,"C#",0.103,-7.24,"Major",0.0307,108.906,"4/4",0.242
"5848","Movie","Randy Newman","Real Emotional Girl - Live","5BBAra3lBdqsDrRrNUCzdd",8,0.895,0.42,152773,0.488,1.75e-05,"C",0.432,-13.131,"Major",0.393,130.996,"4/4",0.479
"5849","Rap","21 Savage","Darth Vader","7vg47qMIEdLfNdTE3WLf0T",61,0.557,0.724,228893,0.284,0.0175,"G",0.121,-10.494,"Major",0.392,150.98,"4/4",0.144
"5850","Jazz","Afro-Cuban All Stars","Tumba Pala Cocuyé","7uVj4nqvLx0C46qMlO4QHN",41,0.268,0.76,411307,0.619,0.157,"C",0.116,-8.489,"Major",0.045,127.604,"4/4",0.832
"5851","Alternative","Franc Moody","She's Too Good for Me","45Rhiv7ocX7u3yxPu46c4H",50,0.148,0.682,241396,0.801,7.13e-06,"F",0.211,-4.516,"Major",0.15,103.043,"4/4",0.656
"5852","Blues","Clarence Carter","Part Time Love","7p5Xpx7dd9wSPJF4Q4Nfbu",40,0.468,0.686,159707,0.593,2.19e-05,"C",0.352,-10.078,"Major",0.0597,92.82,"4/4",0.946
"5853","Country","Florida Georgia Line","Small Town","66OqnHUVdcpj1RJJh6ady9",63,0.101,0.643,196613,0.903,0,"C",0.403,-3.493,"Major",0.0646,126.109,"4/4",0.566
"5854","Dance","No Doubt","Spiderwebs","4ZD6SiaJi75smnel0d7jl3",57,0.0397,0.49,268400,0.841,1.47e-05,"A#",0.0987,-7.082,"Major",0.0544,143.337,"4/4",0.697
"5855","World","MeloMance","You","3ihvNxwcqjcmoZjoMn84ri",42,0.947,0.415,271999,0.163,0,"D#",0.242,-9.351,"Major",0.039,135.782,"4/4",0.266
"5856","Rap","Quinn XCII","Flare Guns","7cM9Kqto11iJpY2RwgVJSq",74,0.26,0.812,240013,0.472,0,"C#",0.285,-6.806,"Minor",0.0603,92.951,"4/4",0.457
"5857","Anime","majiko","エスケイパー","2xynezbFPGXKPySLNE3Ule",20,0.00494,0.519,253760,0.977,0.000303,"D",0.0607,-3.589,"Major",0.152,179.849,"4/4",0.287
"5858","Dance","Katy Perry","Legendary Lovers","5Uc37Y6FijZcM538PqqkWd",55,0.0224,0.623,224216,0.836,0,"E",0.078,-4.788,"Minor",0.0846,126.025,"4/4",0.386
"5859","Rock","Grateful Dead","Touch of Grey - 2013 Remaster","0mJQlCl9YgxW7kyeltNiVk",49,0.0785,0.612,350862,0.696,9.4e-06,"B",0.14,-11.34,"Major",0.0353,159.829,"4/4",0.849
"5860","Children's Music","Sugar Kane Music","My Black Hen","63UJDwICIocTcldzOXP52g",0,0.841,0.772,26800,0.364,0,"E",0.161,-13.281,"Major",0.0736,103.347,"4/4",0.761
"5861","Soul","Omar Cunningham","The Beauty Shop","4WE4eBwnlMvt9LvylnfcSu",33,0.113,0.581,288667,0.494,0,"C#",0.302,-10.121,"Minor",0.223,155.091,"3/4",0.614
"5862","Anime","Joe Hisaishi","Confession of A Secret Admirer","4GXcgfgtoK6boqahcWtwDM",10,0.986,0.619,87867,0.0726,0.952,"F#",0.109,-22.299,"Minor",0.0503,67.887,"4/4",0.189
"5863","Pop","Tech N9ne","Hood Go Crazy","0kIHfcHGFGm5xb0dSlKEdp",65,0.00714,0.912,225040,0.644,0,"B",0.107,-6.632,"Major",0.287,96,"4/4",0.492
"5864","Anime","Elephant Kashimashi","Kanashimi no Hate","7dm2EVX6x8mueVnBcUd6T8",23,0.00544,0.441,154173,0.486,6.17e-06,"C#",0.181,-7.644,"Major",0.0271,84.781,"4/4",0.48
"5865","Jazz","Animals As Leaders","The Brain Dance","7cO6rxZSi7Ura92FtspKaf",50,0.0355,0.356,420747,0.811,0.811,"G#",0.116,-8.069,"Minor",0.0447,102.898,"4/4",0.334
"5866","Ska","The Maytals","Johnny Cool Man","6tez8NCjKysMQC0FLzcHy4",21,0.159,0.892,195613,0.694,2.96e-06,"E",0.251,-6.014,"Major",0.0963,95.302,"4/4",0.833
"5867","Country","Carrie Underwood","Mama's Song","4pPIWWOny4xWSiSRPsIY1c",51,0.443,0.354,240507,0.664,0,"G",0.0835,-5.413,"Major",0.0352,79.742,"3/4",0.235
"5868","Indie","BANKS","This Is What It Feels Like","2uPRgXGzgMY8YYMjAMsJLP",50,0.195,0.485,302616,0.474,0.0814,"G#",0.176,-8.873,"Major",0.0356,141.951,"4/4",0.226
"5869","Rock","Twenty One Pilots","Addict With A Pen","4bk6v5SBxNoVsbOvdOvUAJ",63,0.149,0.553,286507,0.787,3.25e-05,"G",0.102,-7.827,"Major",0.0931,139.841,"4/4",0.298
"5870","Rock","The Frights","You Are Going to Hate This","4upw9RT8Cs96EQhCuoNryV",53,0.00546,0.565,186559,0.762,0.169,"A",0.623,-7.713,"Major",0.0309,99.932,"4/4",0.63
"5871","Reggaeton","Miky Woodz","Cellphone","162hsnN2dlCLG1jiwOpaBO",49,0.262,0.863,265253,0.622,0,"C",0.0859,-6.58,"Major",0.157,134.074,"4/4",0.223
"5872","World","Cantoma","Belafia","2S0fmHRxcKBsIcUg8g661w",28,0.0249,0.828,341600,0.514,0.608,"C#",0.0908,-12.453,"Minor",0.0879,121.167,"4/4",0.537
"5873","Soul","Solange","Ode to Marvin","7wjdPAPjLQO8C64m0BJbvy",42,0.0152,0.688,195419,0.766,6.56e-05,"D",0.169,-3.634,"Major",0.0596,102.288,"4/4",0.785
"5874","Pop","Jack & Jack","2 Cigarettes","0qC5rRbTIOOjL5mejUkjHf",65,0.363,0.752,225813,0.642,2.06e-06,"A",0.384,-8.709,"Minor",0.0568,111.967,"4/4",0.243
"5875","R&B","Boyz II Men","Please Don't Go","250DarFw8zkpaR7coqugAi",48,0.194,0.642,268453,0.793,0,"F#",0.328,-8.816,"Minor",0.0438,135.587,"4/4",0.727
"5876","Hip-Hop","Creek Boyz","Boss Right Now","0bSIvofcj79ukY6WsXiOac",48,0.0645,0.756,198545,0.564,0,"F#",0.274,-7.956,"Minor",0.0293,110.067,"4/4",0.464
"5877","Anime","Ikimonogakari","Nostalgia","362qqi9i9LVslWyZZNTGkg",23,0.221,0.493,336827,0.553,0,"E",0.0923,-4.017,"Major",0.0298,141.782,"4/4",0.381
"5878","Opera","Georges Bizet","Bizet: Carmen, Act 1: ""Avec la garde montante"" (Children's Chorus, Moralès, José)","6a1CUXd8H3vN1sKBPysFvo",9,0.843,0.645,234453,0.142,0.0969,"D",0.0916,-21.26,"Minor",0.0538,121.623,"4/4",0.427
"5879","Pop","Tyler, The Creator","She (Featuring Frank Ocean)","4y4KG66qCAN2TTevOAEjHy",64,0.256,0.351,253387,0.622,3.44e-05,"G#",0.613,-6.495,"Minor",0.235,83.375,"4/4",0.457
"5880","Country","Luke Bryan","Southern Gentleman","6xVcc0NnbFMDwBBzMX61qf",47,0.209,0.568,207493,0.796,0,"C",0.101,-1.844,"Major",0.0283,146.045,"4/4",0.479
"5881","Ska","Maldita Vecindad Y Los Hijos Del 5to. Patio","Mare","1dyq00hEjeoevdwoa1gyJw",34,0.13,0.851,217427,0.587,0.00103,"G",0.0488,-9.391,"Major",0.0521,108.164,"4/4",0.763
"5882","Country","Sturgill Simpson","Life of Sin","7oop0Rsh4jhdOtglVL3Dmf",51,0.175,0.499,146107,0.699,6.12e-06,"E",0.148,-7.514,"Major",0.0702,169.244,"4/4",0.814
"5883","Soundtrack","Thomas Newman","Structure And Discipline","2CFzE4n47dvvuaKF9PCCd5",32,0.973,0.152,186693,0.00955,0.793,"G",0.0818,-36.76,"Minor",0.0407,104.347,"4/4",0.0479
"5884","Electronic","Taska Black","Empower","5mnHAwTNLlxR6rmDjwVjqs",33,0.00548,0.368,231350,0.791,0.451,"C",0.0403,-6.327,"Major",0.2,149.56,"4/4",0.357
"5885","Hip-Hop","Arizona Zervas","Homies","3jSAaCVNJVd4I0cCh42bay",58,0.0224,0.779,220286,0.518,9.99e-06,"C#",0.124,-3.65,"Major",0.0391,139.987,"4/4",0.231
"5886","Opera","Jules Massenet","Cendrillon: Ah! Fugitives chimères","1AkN3gnv9Gxhco3w6fhdKf",8,0.96,0.125,455373,0.0306,0.636,"C#",0.0833,-31.411,"Major",0.0444,65.728,"4/4",0.0372
"5887","Rock","Coheed and Cambria","The Suffering","4dcUque6026WExzwJYWG7H",56,0.0114,0.55,223653,0.917,0,"B",0.221,-5.075,"Major",0.096,156.958,"4/4",0.879
"5888","Folk","Shakey Graves","Climb on the Cross","5rQBJQsIiJregr7rIc5inn",43,0.859,0.731,248625,0.811,0.47,"A",0.117,-8.519,"Minor",0.055,112.876,"4/4",0.533
"5889","Opera","Georges Bizet","Les Pêcheurs de perles: Prelude","5O5nCJGUzqRqqOhAgZWqUU",6,0.947,0.143,115173,0.0654,0.933,"G",0.117,-20.75,"Major",0.0394,87.054,"4/4",0.115
"5890","Comedy","Demetri Martin","Guitar Jokes","6dd9ElT2Yc1q7taGUew6Rk",36,0.721,0.354,477227,0.692,0.0185,"C",0.744,-7.255,"Major",0.178,85.809,"4/4",0.639
"5891","Hip-Hop","Big K.R.I.T.","Big K.R.I.T.","49KseQDZRmTUxF7T0TegwU",46,0.727,0.389,172194,0.805,0.00034,"C#",0.0987,-6.716,"Major",0.332,139.073,"4/4",0.376
"5892","Soundtrack","Hans Zimmer","The Docking Scene (From ""Interstellar"")","0uIEgUWO6a1MrrSY0HkReb",41,0.319,0.477,216587,0.264,0.8,"C",0.0495,-15.339,"Major",0.0311,119.976,"4/4",0.153
"5893","Opera","Giuseppe Verdi","La traviata, Act I: Sempre libera","4F840nxaUfFJvP4d3BBdMw",11,0.95,0.412,230240,0.0748,0,"C#",0.341,-22.109,"Major",0.0542,133.867,"4/4",0.166
"5894","Children’s Music","Arrested Youth","My Friends Are Robots","3KlizfYIRTmPuvqbNs6VSA",49,0.0217,0.544,188529,0.574,0.000155,"C",0.214,-8.363,"Minor",0.0299,100.059,"4/4",0.0902
"5895","Soundtrack","Kevin Kiner","Best Pilot in the Galaxy","4NkdYQzUIVnKuosW4CxctI",28,0.416,0.229,157942,0.507,0.795,"A",0.117,-6.003,"Minor",0.0311,72.716,"4/4",0.0978
"5896","Pop","Russ","Ain't Nobody Takin My Baby","6VnqGxiMNexOe0kRmIsBw4",74,0.673,0.696,189231,0.57,3.02e-06,"C",0.098,-9.084,"Major",0.557,76.976,"4/4",0.329
"5897","Children’s Music","Powerman 5000","Bombshell","2yY4ojg6wfEFBGVZoJuXqK",50,0.00179,0.529,194173,0.976,0,"G#",0.193,-1.571,"Minor",0.134,147.821,"4/4",0.588
"5898","Alternative","3 Doors Down","Citizen/Soldier","7fKsaiVDwKe6VVsiGk48YG",47,0.0111,0.631,232907,0.821,0.0156,"G#",0.197,-5.503,"Major",0.0343,97.003,"4/4",0.486
"5899","Ska","The Jam","Strange Town","1IoCE925OTxvKCck51D4ip",38,0.00236,0.332,227267,0.746,0.00381,"C",0.109,-8.905,"Major",0.0888,154.968,"4/4",0.507
"5900","Country","Cole Swindell","Stars","6v8r2ggvFuZeAkBWSK8Cfw",44,0.309,0.518,199573,0.845,0,"F#",0.0925,-5.12,"Major",0.0446,140.049,"4/4",0.265
"5901","Blues","Bigg Robb","Family Reunion Song (feat. Shirley Murdock)","2RxyL8IRtmXWTUwAUnLhXm",24,0.0381,0.912,322347,0.573,1.23e-05,"C",0.0475,-6.898,"Major",0.0398,96.995,"4/4",0.872
"5902","Movie","Leopold Stokowski","Tchaikovsky: Aurora's Wedding Ballet Music: Act III: Finale - Tempo di Mazurka; Apothéose","1P87O9nlFeciqOfc6ahUI8",0,0.964,0.295,462907,0.302,0.926,"D",0.355,-12.345,"Major",0.0381,149.235,"3/4",0.108
"5903","Soundtrack","John Williams","Yoda's Theme","69f4J5zQkPqzf9IZ36zNQL",43,0.718,0.184,207667,0.0529,0.839,"C",0.117,-22.879,"Major",0.0398,78.481,"4/4",0.0463
"5904","R&B","BANKS","Brain","4dDoIid58lgImNuYAxTRyM",53,0.268,0.526,282317,0.493,0.0343,"E",0.13,-8.636,"Minor",0.0316,89.959,"4/4",0.0838
"5905","Rock","Hank Williams, Jr.","O.D.'d In Denver","7uCvaKZCcIiGWK1Xx4MOCU",50,0.0546,0.604,160400,0.43,0,"G",0.0977,-13.575,"Major",0.032,68.257,"4/4",0.644
"5906","Electronic","Daniel Avery","Quick Eternity - Four Tet Remix","2FLvrd931DRS9pRWFsTOs8",35,0.141,0.71,561770,0.895,0.0505,"B",0.363,-10.044,"Major",0.0647,126.003,"4/4",0.747
"5907","Rap","Aminé","Veggies","34yAAS72vZUXvsQPHGZexE",60,0.215,0.502,203653,0.465,0,"C",0.275,-7.957,"Minor",0.267,183.925,"4/4",0.655
"5908","Soundtrack","Bruno Coulais","Sadness","6pZZZSq9XXngGuoYI7DYIo",28,0.897,0.149,67107,0.188,0.841,"E",0.106,-16.318,"Minor",0.0364,90.36,"3/4",0.122
"5909","Opera","Giacomo Puccini","Madama Butterfly, Act II: Vespa! Rospo maledetto! (Suzuki, Butterfly, Goro)","5o3ReRP4zDFang5JwpawrM",16,0.944,0.383,103560,0.276,0.00476,"G",0.498,-14.064,"Major",0.0573,88.901,"4/4",0.172
"5910","World","Tangerine Dream","exit","3FUJMlgTMS1yfvARSg5HW6",25,0.12,0.366,334640,0.44,0.2,"F#",0.317,-15.095,"Major",0.0434,175.201,"4/4",0.372
"5911","Pop","Bhad Bhabie","Geek'd (feat. Lil Baby)","3nQQotHU6YtE0Z4kiMNoW8",70,0.478,0.845,134229,0.613,1.06e-06,"A",0.115,-7.1,"Minor",0.253,164.076,"4/4",0.25
"5912","Movie","Mozart Opera Rock","L'Assasymphonie - Radio Edit","6ydrhwaIAUVtN2nPKkPAfh",24,0.329,0.49,226440,0.719,8.44e-06,"C#",0.229,-5.66,"Minor",0.0404,130.053,"4/4",0.239
"5913","R&B","HONNE","I Might ◑","5xuYgLzLhNo5nsyLDC2Hse",57,0.468,0.781,255799,0.302,0.000183,"C#",0.141,-9.005,"Major",0.17,135.078,"4/4",0.535
"5914","R&B","Cher Lloyd","Sirens","2wg4TZ4WENyLGhOoQncz6r",56,0.065,0.682,235093,0.802,0,"G#",0.107,-2.803,"Major",0.0422,116.972,"4/4",0.411
"5915","Anime","大原ゆい子","君と光 -Instrumental-","1Z9NkxvIgy7o7WFBuf9Vlh",1,0.775,0.395,304320,0.488,0.885,"D#",0.308,-10.925,"Major",0.0384,113.378,"5/4",0.188
"5916","Jazz","Charles Mingus","Open Letter To Duke","2wHIDNvfYyZWPpMqX3fDE4",34,0.58,0.484,349027,0.47,0.0751,"A#",0.343,-13.111,"Minor",0.0679,107.794,"4/4",0.188
"5917","Soundtrack","Trevor Rabin","Arrival at National Archives","2V5f7YgjU3gfTZO9EdcQVV",21,0.00555,0.382,115307,0.488,0.9,"E",0.219,-15.045,"Minor",0.0405,109.99,"4/4",0.566
"5918","Soundtrack","Marc Streitenfeld","We Were Right","0wd8mvUjpxyqJzwPLwmx3D",28,0.942,0.0766,162480,0.00727,0.949,"B",0.0679,-36.507,"Minor",0.0376,174.481,"3/4",0.0297
"5919","Blues","Jack White","Lazaretto","3T76zPJz3tWL27FrjJe2ot",52,0.0046,0.381,219400,0.838,3.77e-05,"F#",0.101,-6.562,"Minor",0.0709,118.214,"4/4",0.581
"5920","Reggaeton","Nicky Jam","Tus Ojos","7zbrpJXXznxu9rbAgKXIAN",39,0.151,0.799,171813,0.932,0.00209,"B",0.0619,-3.785,"Major",0.0525,95.007,"4/4",0.776
"5921","Folk","The Strumbellas","Young & Wild","3f55y0IzMO7sGJoddCNiyB",42,0.0405,0.563,267920,0.894,0,"C",0.457,-5.625,"Major",0.0338,132.05,"4/4",0.504
"5922","Indie","NEEDTOBREATHE","Brother","76jtkq7829eEgEkoQrcjov",49,0.141,0.528,289227,0.929,0,"E",0.105,-4.669,"Major",0.0652,77.993,"4/4",0.593
"5923","Dance","Enrique Iglesias","No Me Digas Que No","436EpHvGoKO3DgaSeD9lW8",53,0.202,0.737,270760,0.755,0,"A",0.0929,-2.684,"Major",0.0421,125.028,"4/4",0.644
"5924","Blues","The Mooney Suzuki","Alive & Amplified","7LngfsOr2JVe4y7VXnjqvn",35,0.00014,0.314,184307,0.983,0.000487,"D",0.282,-3.228,"Major",0.12,184.084,"4/4",0.516
"5925","R&B","Amanda Perez","I Pray (Never Forget)","3ZlGwCGlf0pMHZhEHpa3wJ",43,0.586,0.724,227277,0.441,0,"C",0.122,-7.341,"Major",0.0277,122.077,"4/4",0.675
"5926","Anime","Nobuo Uematsu","Sport of Kings","3HeAia2VZv7pfAGMOwOk4K",16,0.000805,0.536,163120,0.871,0.768,"C",0.194,-9.006,"Major",0.034,148.068,"4/4",0.967
"5927","Jazz","Sweeps","let it happen","44PaEhwsR2j1BVIuTh77v9",36,0.363,0.585,135034,0.702,0.415,"A#",0.132,-6.627,"Minor",0.023,87.026,"4/4",0.684
"5928","Children's Music","Juice Music","Let’s Dance","2Dw15z33qNycKf0t55XfTy",0,0.606,0.764,197200,0.152,0.0138,"D",0.127,-17.022,"Major",0.0401,145.979,"4/4",0.425
"5929","Pop","Vera Blue","All The Pretty Girls","1kgw52pWfmHsXP0eAmduLg",68,0.415,0.708,202628,0.591,0,"B",0.117,-5.825,"Major",0.0348,120.976,"4/4",0.618
"5930","Children’s Music","Korn","Get Up! - feat. Skrillex","25EgA1A1OZBRw25Mjyw08g",59,0.000199,0.508,222640,0.894,0.00135,"C#",0.476,-4.664,"Major",0.0779,139.944,"4/4",0.248
"5931","Movie","Chorus","Ready Cash","2uTlNKbEoN5LnpChXz6pXl",0,0.615,0.599,129467,0.606,0.000503,"G#",0.0801,-8.063,"Major",0.103,147.193,"4/4",0.792
"5932","Folk","Canyon City","Our Way","302zGv14ecLb8xISpoyqLa",49,0.867,0.443,213971,0.428,0.0174,"C",0.0702,-10.713,"Minor",0.0574,174.044,"4/4",0.507
"5933","World","Shane & Shane","Psalm 145 (Live)","0j9rNb4IHxLgKdLGZ1sd1I",50,0.435,0.353,407814,0.304,1.54e-06,"E",0.802,-9.142,"Minor",0.0327,138.494,"4/4",0.233
"5934","Country","Cole Swindell","Somebody's Been Drinkin'","3OBHpK5sbRBj3xQLCFcBLt",56,0.0169,0.481,225267,0.775,1.39e-05,"C",0.0978,-5.494,"Major",0.0597,136.035,"4/4",0.273
"5935","Country","Jana Kramer","I've Done Love","1p4UDxlWT36bW9k1E4JGFB",44,0.746,0.639,189573,0.794,1.69e-05,"D",0.107,-4.548,"Minor",0.0427,91.096,"4/4",0.533
"5936","World","Cocteau Twins","Heaven Or Las Vegas","1bwXRScnt3k6vSyVqcKyNj",54,8.84e-05,0.215,298400,0.801,0.00725,"G",0.0808,-5.46,"Major",0.0379,180.09,"4/4",0.401
"5937","Reggaeton","Sixto Rein","Le Queda Bien","52YbDSK0bmaLnhkZnoDNv4",24,0.0446,0.745,174243,0.924,3.21e-06,"F#",0.0604,-4.048,"Minor",0.0763,132.996,"4/4",0.885
"5938","Indie","The Killers","The Way It Was","2ST5UpeYPp2EAgGLbQsXvl",52,0.0104,0.661,231160,0.8,1.73e-05,"C#",0.0738,-4.998,"Minor",0.0246,105.993,"4/4",0.51
"5939","Children's Music","Karen Mitzo Hilderbrand","Begin the Music - Split-Track","6CSBvwETvxBEDJzBcrVhO0",0,0.386,0.606,156200,0.379,3.21e-06,"F",0.127,-13.757,"Major",0.0316,141.955,"4/4",0.84
"5940","Movie","Chorus","Siter Hawar Laglo","4MoIyA73fiqx0ovmuLjNe5",0,0.797,0.547,128053,0.384,0,"F",0.132,-10.601,"Major",0.0444,149.224,"3/4",0.791
"5941","Indie","KALEO","Way Down We Go","0y1QJc3SJVPKJ1OvFmFqe6",76,0.579,0.489,213707,0.505,0.000333,"A#",0.104,-8.022,"Minor",0.117,163.255,"4/4",0.337
"5942","Reggaeton","Ñejo","Sin Carga","4kBLYLWiEeVThlVbatBSZI",40,0.29,0.809,219193,0.864,2.89e-06,"D",0.157,-4.447,"Major",0.107,138.02,"4/4",0.662
"5943","Ska","The Vandals","My Girlfriend's Dead","2JzI278tX8YUCelGMZjPO8",50,0.00662,0.546,160893,0.929,0,"A#",0.131,-5.889,"Major",0.0875,167.543,"4/4",0.709
"5944","Reggaeton","Zion","DKPSY - Brian Cua Future Remix","0EibB4QtdTrA2TitXppWac",30,0.0429,0.656,221489,0.919,4.61e-05,"C",0.223,-3.92,"Minor",0.104,93.993,"4/4",0.558
"5945","R&B","Domo Wilson","Feelings","79fjK41trDftrAvBBXZ2Sn",36,0.418,0.904,241737,0.322,0,"G#",0.105,-13.795,"Minor",0.334,119.962,"4/4",0.284
"5946","Anime","Capcom Sound Team","海と陸の共震/ラギアクルス","6ccU21EnAQIQjyRwlc9mTn",15,0.0417,0.218,147467,0.804,0.87,"A#",0.39,-6.847,"Minor",0.0616,145.267,"4/4",0.595
"5947","Children's Music","Children Songs Company","Weeping Willow","6w56T28AqB2uU7Xexrtbwg",0,0.985,0.477,203175,0.396,0.913,"C",0.114,-23.876,"Major",0.0645,176.043,"4/4",0.682
"5948","Electronic","Moby","Ooh Yeah","4bMDFdoL0AKWJilZqfCTOx",29,0.00773,0.583,318787,0.74,4.81e-05,"E",0.111,-5.783,"Major",0.0275,98.932,"4/4",0.364
